especie,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,motivo_conflito,precisa_revisao,motivos_revisao,validacao,diferenca_justificada
Equino,"Soluto de Atropina 1,25% - 25%, frasco",Solução Injetável,mL,Frasco de 50 mL,False,Anticolinérgico,SC ou IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,"Soluto de Atropina 1,25% - 25%, frasco",Solução Injetável,mL,Frasco de 50 mL,False,Anticolinérgico,SC ou IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,"Soluto de Atropina 1,25% - 25%, frasco",Solução Injetável,mL,Frasco de 50 mL,False,Anticolinérgico,SC ou IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,"Soluto de Atropina 1,25% - 25%, frasco",Solução Injetável,mL,Frasco de 50 mL,False,Anticolinérgico,SC ou IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,"Soluto de Pilocarpina 1,5% - 5%, frasco",Solução Injetável,mL,Frasco de 10 mL,False,Parassimpatomimético,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 10 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,"Soluto de Pilocarpina 1,5% - 5%, frasco",Solução Injetável,mL,Frasco de 10 mL,False,Parassimpatomimético,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 10 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,"Soluto de Pilocarpina 1,5% - 5%, frasco",Solução Injetável,mL,Frasco de 10 mL,False,Parassimpatomimético,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 10 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,"Soluto de Pilocarpina 1,5% - 5%, frasco",Solução Injetável,mL,Frasco de 10 mL,False,Parassimpatomimético,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 10 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sorbus® - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Protetor Hepático,IV,"CROSS_ESPECIE(classificacao: Equino=""Protetor Hepático"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sorbus® - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Protetor Hepático,IV,"CROSS_ESPECIE(classificacao: Equino=""Protetor Hepático"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sorbus® - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Protetor Hepático,IV,"CROSS_ESPECIE(classificacao: Equino=""Protetor Hepático"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sorbus® - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Protetor Hepático,IV,"CROSS_ESPECIE(classificacao: Equino=""Protetor Hepático"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sorofarm - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Hidratante / Repositor Eletrolítico,IV Lenta,"CROSS_ESPECIE(classificacao: Equino=""Hidratante / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sorofarm - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Hidratante / Repositor Eletrolítico,IV Lenta,"CROSS_ESPECIE(classificacao: Equino=""Hidratante / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sorofarm - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Hidratante / Repositor Eletrolítico,IV Lenta,"CROSS_ESPECIE(classificacao: Equino=""Hidratante / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sorofarm - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Hidratante / Repositor Eletrolítico,"IV, SC ou Intraperitoneal","CROSS_ESPECIE(classificacao: Equino=""Hidratante / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Vias SC e Intraperitoneal são indicadas para bovinos, mas não indicadas para equinos."
Bovino,Sorofarm - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Hidratante / Repositor Eletrolítico,"IV, SC ou Intraperitoneal","CROSS_ESPECIE(classificacao: Equino=""Hidratante / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Vias SC e Intraperitoneal são indicadas para bovinos, mas não indicadas para equinos."
Bovino,Sorofarm - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Hidratante / Repositor Eletrolítico,"IV, SC ou Intraperitoneal","CROSS_ESPECIE(classificacao: Equino=""Hidratante / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Vias SC e Intraperitoneal são indicadas para bovinos, mas não indicadas para equinos."
Equino,Stimovit - frasco 1000 mL,Solução Injetável,mL,Frasco de 1000 mL,False,Suplemento / Repositor Eletrolítico,IV Lenta,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1000 mL"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Stimovit - frasco 1000 mL,Solução Injetável,mL,Frasco de 1000 mL,False,Suplemento / Repositor Eletrolítico,IV Lenta,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1000 mL"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Stimovit - frasco 1000 mL,Solução Injetável,mL,Frasco de 1000 mL,False,Suplemento / Repositor Eletrolítico,IV Lenta,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1000 mL"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Stimovit - frasco 1000 mL,Solução Injetável,mL,Frasco de 1000 mL,False,Suplemento / Repositor Eletrolítico,"IV, SC ou Intraperitoneal","CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1000 mL"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Vias SC e Intraperitoneal são indicadas para bovinos, mas não indicadas para equinos."
Bovino,Stimovit - frasco 1000 mL,Solução Injetável,mL,Frasco de 1000 mL,False,Suplemento / Repositor Eletrolítico,"IV, SC ou Intraperitoneal","CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1000 mL"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Vias SC e Intraperitoneal são indicadas para bovinos, mas não indicadas para equinos."
Bovino,Stimovit - frasco 1000 mL,Solução Injetável,mL,Frasco de 1000 mL,False,Suplemento / Repositor Eletrolítico,"IV, SC ou Intraperitoneal","CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1000 mL"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Vias SC e Intraperitoneal são indicadas para bovinos, mas não indicadas para equinos."
Equino,Stimovit - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento / Repositor Eletrolítico,IV Lenta,"CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Stimovit - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento / Repositor Eletrolítico,IV Lenta,"CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Stimovit - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento / Repositor Eletrolítico,IV Lenta,"CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Stimovit - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento / Repositor Eletrolítico,"IV, SC ou Intraperitoneal","CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Vias SC e Intraperitoneal são indicadas para bovinos, mas não indicadas para equinos."
Bovino,Stimovit - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento / Repositor Eletrolítico,"IV, SC ou Intraperitoneal","CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Vias SC e Intraperitoneal são indicadas para bovinos, mas não indicadas para equinos."
Bovino,Stimovit - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento / Repositor Eletrolítico,"IV, SC ou Intraperitoneal","CROSS_ESPECIE(classificacao: Equino=""Suplemento / Repositor Eletrolítico"" x Bovino=""Suplemento"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Vias SC e Intraperitoneal são indicadas para bovinos, mas não indicadas para equinos."
Equino,"Subsalicilato de Bismuto - 40 mg, comprimido",Comprimido,mg,Comprimido de 40 mg,False,Antidiarreico,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Comprimido de 40 mg"" x Bovino=""Frasco com comprimidos"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,"Subsalicilato de Bismuto - 40 mg, comprimido",Comprimido,mg,Comprimido de 40 mg,False,Antidiarreico,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Comprimido de 40 mg"" x Bovino=""Frasco com comprimidos"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Subsalicilato de Bismuto - suspensão oral,Suspensão Oral,mL,Frasco de 120 mL,False,Antidiarreico,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 120 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Subsalicilato de Bismuto - suspensão oral,Suspensão Oral,mL,Frasco de 120 mL,False,Antidiarreico,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 120 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Diazil®,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Diazil®,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Diazil®,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Diazil®,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Ibatrim injetável,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Ibatrim injetável,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Ibatrim injetável,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Ibatrim injetável,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Mastical®,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano,Intramamária,"CROSS_ESPECIE(apresentacao: Equino=""Seringa Intramamária"" x Bovino=""Seringa intramamária de 10 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Indicação intramamária exclusiva para bovinos em lactação segundo a bula.
Equino,Sulfadiazina - Mastical®,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano,Intramamária,"CROSS_ESPECIE(apresentacao: Equino=""Seringa Intramamária"" x Bovino=""Seringa intramamária de 10 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Indicação intramamária exclusiva para bovinos em lactação segundo a bula.
Bovino,Sulfadiazina - Mastical®,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano,Intramamária,"CROSS_ESPECIE(apresentacao: Equino=""Seringa Intramamária"" x Bovino=""Seringa intramamária de 10 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Mastical®,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano,Intramamária,"CROSS_ESPECIE(apresentacao: Equino=""Seringa Intramamária"" x Bovino=""Seringa intramamária de 10 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Norodine 24,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Via IM contraindicada para equinos devido a risco de reações graves no local da injeção.
Equino,Sulfadiazina - Norodine 24,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Via IM contraindicada para equinos devido a risco de reações graves no local da injeção.
Bovino,Sulfadiazina - Norodine 24,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Bovinos toleram tanto a via IM quanto IV para este produto.
Bovino,Sulfadiazina - Norodine 24,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Bovinos toleram tanto a via IM quanto IV para este produto.
Equino,Sulfadiazina - Sulfatrim®,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Sulfatrim®,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Sulfatrim®,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Sulfatrim®,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM ou IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Sulfatrox,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Injetável"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Forma farmacêutica injetável indicada para equinos.
Equino,Sulfadiazina - Sulfatrox,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Injetável"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Forma farmacêutica injetável indicada para equinos.
Bovino,Sulfadiazina - Sulfatrox,Suspensão Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Injetável"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Forma farmacêutica oral indicada para bovinos.
Bovino,Sulfadiazina - Sulfatrox,Suspensão Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Injetável"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Forma farmacêutica oral indicada para bovinos.
Equino,Sulfadiazina - Tribrissen®,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Via IM indicada para equinos segundo bula.
Equino,Sulfadiazina - Tribrissen®,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Via IM indicada para equinos segundo bula.
Bovino,Sulfadiazina - Tribrissen®,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Via SC preferencial para bovinos segundo bula.
Bovino,Sulfadiazina - Tribrissen®,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Via SC preferencial para bovinos segundo bula.
Equino,Sulfadiazina - Tridex Injetável,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Tridex Injetável,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Tridex Injetável,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Tridex Injetável,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Tridiazin,Suspensão Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Suspensão Oral"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Tridiazin,Suspensão Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Suspensão Oral"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Tridiazin,Suspensão Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Suspensão Oral"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Tridiazin,Suspensão Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Suspensão Oral"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Tridiazin Pasta,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 30 g"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfadiazina - Tridiazin Pasta,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 30 g"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Tridiazin Pasta,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 30 g"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfadiazina - Tridiazin Pasta,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 30 g"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfametoxazol - Stop Antidiarréico,Pó Solúvel,g,Envelope de 10 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Envelope"" x Bovino=""Envelope de 10 g"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfametoxazol - Stop Antidiarréico,Pó Solúvel,g,Envelope de 10 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Envelope"" x Bovino=""Envelope de 10 g"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfametoxazol - Sultrinjex,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Sulfametoxazol - Sultrinjex,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Sulfametoxazol - Trissulfin® Injetável,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
