especie,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,motivo_conflito
Bovino,Prednisolona - Pulmovet Reforçado®,Pó Liofilizado para Solução Injetável,g,Frasco-ampola de 3.7 g com diluente,False,Antibacteriano e Anti-inflamatório,IM,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó para Suspensão Injetável"" x Bovino=""Pó Liofilizado para Solução Injetável"") | CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""g"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola com diluente"" x Bovino=""Frasco-ampola de 3.7 g com diluente"") | CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Quallyxine,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Quallyxine,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Quallyxine,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Quallyxine,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Quallyxine,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Quallyxine,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Rilexine® 200,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Rilexine® 200,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Rilexine® 200,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Rilexine® 200,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Rilexine® 200,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Rilexine® 200,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Rilexine® 500,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Rilexine® 500,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Rilexine® 500,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Rilexine® 500,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Rilexine® 500,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Rilexine® 500,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Synulox LC,Suspensão Intramamária,g,Seringa de 3 g,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Synulox LC,Suspensão Intramamária,g,Seringa de 3 g,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Synulox LC,Suspensão Intramamária,g,Seringa de 3 g,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Synulox LC,Suspensão Intramamária,g,Seringa de 3 g,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Synulox LC,Suspensão Intramamária,g,Seringa de 3 g,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Synulox LC,Suspensão Intramamária,g,Seringa de 3 g,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Ubrecilin,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Ubrecilin,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Ubrecilin,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Ubrecilin,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Ubrecilin,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Ubrecilin,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Vaseclox Mastite Aguda,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Vaseclox Mastite Aguda,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Vaseclox Mastite Aguda,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Vaseclox Mastite Aguda,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Vaseclox Mastite Aguda,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Vaseclox Mastite Aguda,Suspensão Intramamária,mL,Seringa de 10 mL,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Vetimast Plus VL,Suspensão Intramamária,g,Seringa de 10 g,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Vetimast Plus VL,Suspensão Intramamária,g,Seringa de 10 g,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Prednisolona - Vetimast Plus VL,Suspensão Intramamária,g,Seringa de 10 g,False,Antimicrobiano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Vetimast Plus VL,Suspensão Intramamária,g,Seringa de 10 g,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Vetimast Plus VL,Suspensão Intramamária,g,Seringa de 10 g,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Bovino,Prednisolona - Vetimast Plus VL,Suspensão Intramamária,g,Seringa de 10 g,False,Antibacteriano e Anti-inflamatório,Intramamária,"CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano e Anti-inflamatório"")"
Equino,Pró-Cio - embalagem 600 g,Pó,g,Pacote de 600 g,False,Homeopático,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Pacote de 600 g"" x Bovino=""Embalagem de 600 g"")"
Bovino,Pró-Cio - embalagem 600 g,Pó,g,Embalagem de 600 g,False,Homeopático,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Pacote de 600 g"" x Bovino=""Embalagem de 600 g"")"
Equino,Pro-Sacc Pasta - seringa 40 g,Pasta Oral,g,Seringa de 40 g,False,Probiótico,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pasta Oral"" x Bovino=""Pasta"")"
Bovino,Pro-Sacc Pasta - seringa 40 g,Pasta,g,Seringa de 40 g,False,Probiótico,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pasta Oral"" x Bovino=""Pasta"")"
Equino,Prolacton - frasco-ampola 10 mL,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Hormônio Ocitócico,IM,"CROSS_ESPECIE(classificacao: Equino=""Hormônio Ocitócico"" x Bovino=""Hormônio"")"
Equino,Prolacton - frasco-ampola 10 mL,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Hormônio Ocitócico,IM,"CROSS_ESPECIE(classificacao: Equino=""Hormônio Ocitócico"" x Bovino=""Hormônio"")"
Equino,Prolacton - frasco-ampola 10 mL,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Hormônio Ocitócico,EV,"CROSS_ESPECIE(classificacao: Equino=""Hormônio Ocitócico"" x Bovino=""Hormônio"")"
Bovino,Prolacton - frasco-ampola 10 mL,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Hormônio,EV,"CROSS_ESPECIE(classificacao: Equino=""Hormônio Ocitócico"" x Bovino=""Hormônio"")"
Bovino,Prolacton - frasco-ampola 10 mL,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Hormônio,IM,"CROSS_ESPECIE(classificacao: Equino=""Hormônio Ocitócico"" x Bovino=""Hormônio"")"
Bovino,Prolacton - frasco-ampola 10 mL,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Hormônio,IM,"CROSS_ESPECIE(classificacao: Equino=""Hormônio Ocitócico"" x Bovino=""Hormônio"")"
Equino,Prolise - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Hormônio Luteolítico (Prostaglandina),IM,"CROSS_ESPECIE(classificacao: Equino=""Hormônio Luteolítico (Prostaglandina)"" x Bovino=""Hormônio"")"
Bovino,Prolise - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Hormônio,IM,"CROSS_ESPECIE(classificacao: Equino=""Hormônio Luteolítico (Prostaglandina)"" x Bovino=""Hormônio"")"
Equino,Prolise - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Hormônio Luteolítico (Prostaglandina),IM,"CROSS_ESPECIE(classificacao: Equino=""Hormônio Luteolítico (Prostaglandina)"" x Bovino=""Hormônio"")"
Bovino,Prolise - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Hormônio,IM,"CROSS_ESPECIE(classificacao: Equino=""Hormônio Luteolítico (Prostaglandina)"" x Bovino=""Hormônio"")"
Equino,Pronto Pen - frasco 25 mL,Suspensão Injetável,mL,Frasco de 25 mL,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Suspensão Injetável"" x Bovino=""Solução Injetável"")"
Bovino,Pronto Pen - frasco 25 mL,Solução Injetável,mL,Frasco de 25 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Suspensão Injetável"" x Bovino=""Solução Injetável"")"
Equino,Pronto Pen - frasco 50 mL,Suspensão Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Suspensão Injetável"" x Bovino=""Solução Injetável"")"
Bovino,Pronto Pen - frasco 50 mL,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Suspensão Injetável"" x Bovino=""Solução Injetável"")"
Equino,Propen - frasco-ampola de pó e diluente 15 mL,Pó para Suspensão Injetável,mL,Frasco-ampola com diluente de 15 mL,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó para Suspensão Injetável"" x Bovino=""Pó para Solução Injetável"")"
Bovino,Propen - frasco-ampola de pó e diluente 15 mL,Pó para Solução Injetável,mL,Frasco-ampola com diluente de 15 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó para Suspensão Injetável"" x Bovino=""Pó para Solução Injetável"")"
Equino,Propoxur - Propoxur 1%,Pó Tópico,%,Frasco de 100 g,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 g"" x Bovino=""Envelope com pó"")"
Bovino,Propoxur - Propoxur 1%,Pó,%,Envelope com pó,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 g"" x Bovino=""Envelope com pó"")"
Equino,Propoxur 1% - barrica 1 kg,Pó Tópico,kg,Barrica de 1 kg,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"")"
Bovino,Propoxur 1% - barrica 1 kg,Pó,kg,Barrica de 1 kg,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"")"
Equino,Propoxur 1% - barrica 20 kg,Pó Tópico,kg,Barrica de 20 kg,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"")"
Bovino,Propoxur 1% - barrica 20 kg,Pó,kg,Barrica de 20 kg,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"")"
Equino,Propoxur 1% - embalagem 100 g,Pó Tópico,g,Embalagem de 100 g,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"")"
Bovino,Propoxur 1% - embalagem 100 g,Pó,g,Embalagem de 100 g,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"")"
Equino,Propoxur 1% - embalagem 200 g,Pó Tópico,g,Embalagem de 200 g,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"")"
Bovino,Propoxur 1% - embalagem 200 g,Pó,g,Embalagem de 200 g,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"")"
Equino,Propoxur 1% - embalagem 500 g,Pó Tópico,g,Embalagem de 500 g,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"")"
Bovino,Propoxur 1% - embalagem 500 g,Pó,g,Embalagem de 500 g,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Tópico"" x Bovino=""Pó"")"
Equino,Protecto Entero Pectin - frasco 100 mL,Suspensão Oral,mL,Frasco de 100 mL,False,Antidiarreico e Adsorvente,Oral,"CROSS_ESPECIE(classificacao: Equino=""Antidiarreico e Adsorvente"" x Bovino=""Antidiarreico"")"
Bovino,Protecto Entero Pectin - frasco 100 mL,Suspensão Oral,mL,Frasco de 100 mL,False,Antidiarreico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Antidiarreico e Adsorvente"" x Bovino=""Antidiarreico"")"
Equino,Protecto Entero Pectin - frasco 900 mL,Suspensão Oral,mL,Frasco de 900 mL,False,Antidiarreico e Adsorvente,Oral,"CROSS_ESPECIE(classificacao: Equino=""Antidiarreico e Adsorvente"" x Bovino=""Antidiarreico"")"
Bovino,Protecto Entero Pectin - frasco 900 mL,Suspensão Oral,mL,Frasco de 900 mL,False,Antidiarreico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Antidiarreico e Adsorvente"" x Bovino=""Antidiarreico"")"
Equino,Proverme - sachê 28 g,Pó Solúvel,g,Sachê de 28 g,False,Endoparasiticida (Vermífugo),Oral,"CROSS_ESPECIE(classificacao: Equino=""Endoparasiticida (Vermífugo)"" x Bovino=""Endoparasiticida"")"
Bovino,Proverme - sachê 28 g,Pó Solúvel,g,Sachê de 28 g,False,Endoparasiticida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endoparasiticida (Vermífugo)"" x Bovino=""Endoparasiticida"")"
Equino,Pulmodrazin Plus - frasco 25 mL,Pó para Suspensão Injetável,mL,Frasco-ampola com diluente de 25 mL,False,Antimicrobiano e Anti-inflamatório,IM Profunda,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó para Suspensão Injetável"" x Bovino=""Pó Liofilizado para Solução Injetável"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola com diluente de 25 mL"" x Bovino=""Frasco de 25 mL"") | CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano"")"
Bovino,Pulmodrazin Plus - frasco 25 mL,Pó Liofilizado para Solução Injetável,mL,Frasco de 25 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó para Suspensão Injetável"" x Bovino=""Pó Liofilizado para Solução Injetável"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola com diluente de 25 mL"" x Bovino=""Frasco de 25 mL"") | CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano"")"
Equino,"Pulmodrazin Reforçado - frasco-ampola , com ampola diluente",Pó para Suspensão Injetável,mL,Frasco-ampola com diluente,False,Antimicrobiano e Anti-inflamatório,IM Profunda,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó para Suspensão Injetável"" x Bovino=""Pó Liofilizado para Solução Injetável"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola com diluente"" x Bovino=""Frasco-ampola com ampola diluente"") | CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano"")"
Bovino,"Pulmodrazin Reforçado - frasco-ampola , com ampola diluente",Pó Liofilizado para Solução Injetável,mL,Frasco-ampola com ampola diluente,False,Antibacteriano,IM,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó para Suspensão Injetável"" x Bovino=""Pó Liofilizado para Solução Injetável"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola com diluente"" x Bovino=""Frasco-ampola com ampola diluente"") | CROSS_ESPECIE(classificacao: Equino=""Antimicrobiano e Anti-inflamatório"" x Bovino=""Antibacteriano"")"
Equino,Purgante Salino - pacote plástico 500 g,Pó Solúvel,g,Pacote de 500 g,False,Laxante / Purgante,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Pacote de 500 g"" x Bovino=""Pacote plástico de 500 g"") | CROSS_ESPECIE(classificacao: Equino=""Laxante / Purgante"" x Bovino=""Catártico"")"
Bovino,Purgante Salino - pacote plástico 500 g,Pó Solúvel,g,Pacote plástico de 500 g,False,Catártico,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Pacote de 500 g"" x Bovino=""Pacote plástico de 500 g"") | CROSS_ESPECIE(classificacao: Equino=""Laxante / Purgante"" x Bovino=""Catártico"")"
Equino,Purgante Salino Indubras - saco 500 g,Pó Solúvel,g,Saco de 500 g,False,Laxante / Purgante,Oral,"CROSS_ESPECIE(classificacao: Equino=""Laxante / Purgante"" x Bovino=""Catártico"")"
Bovino,Purgante Salino Indubras - saco 500 g,Pó Solúvel,g,Saco de 500 g,False,Catártico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Laxante / Purgante"" x Bovino=""Catártico"")"
Equino,"Quatermon - 5 % Chemitec, bombona",Solução Desinfetante,L,Bombona de 5 L,False,Desinfetante (Instalações),Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Desinfetante"" x Bovino=""Solução Tópica"") | CROSS_ESPECIE(classificacao: Equino=""Desinfetante (Instalações)"" x Bovino=""Desinfetante"")"
Bovino,"Quatermon - 5 % Chemitec, bombona",Solução Tópica,L,Bombona de 5 L,False,Desinfetante,Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Desinfetante"" x Bovino=""Solução Tópica"") | CROSS_ESPECIE(classificacao: Equino=""Desinfetante (Instalações)"" x Bovino=""Desinfetante"")"
Equino,"Quatermon - 5 % Chemitec, frasco",Solução Desinfetante,mL,Frasco de 1000 mL,False,Desinfetante (Instalações),Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Desinfetante"" x Bovino=""Solução Tópica"") | CROSS_ESPECIE(classificacao: Equino=""Desinfetante (Instalações)"" x Bovino=""Desinfetante"")"
Bovino,"Quatermon - 5 % Chemitec, frasco",Solução Tópica,mL,Frasco de 1000 mL,False,Desinfetante,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Desinfetante"" x Bovino=""Solução Tópica"") | CROSS_ESPECIE(classificacao: Equino=""Desinfetante (Instalações)"" x Bovino=""Desinfetante"")"
Equino,Quatermon 30 % - bombona 5 L,Solução Desinfetante,L,Bombona de 5 L,False,Desinfetante (Instalações),Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Desinfetante"" x Bovino=""Solução Tópica"") | CROSS_ESPECIE(classificacao: Equino=""Desinfetante (Instalações)"" x Bovino=""Desinfetante"")"
Bovino,Quatermon 30 % - bombona 5 L,Solução Tópica,L,Bombona de 5 L,False,Desinfetante,Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Desinfetante"" x Bovino=""Solução Tópica"") | CROSS_ESPECIE(classificacao: Equino=""Desinfetante (Instalações)"" x Bovino=""Desinfetante"")"
Equino,Quatermon 30 % - frasco 1 L,Solução Desinfetante,L,Frasco de 1 L,False,Desinfetante (Instalações),Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Desinfetante"" x Bovino=""Solução Tópica"") | CROSS_ESPECIE(classificacao: Equino=""Desinfetante (Instalações)"" x Bovino=""Desinfetante"")"
Bovino,Quatermon 30 % - frasco 1 L,Solução Tópica,L,Frasco de 1 L,False,Desinfetante,Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Desinfetante"" x Bovino=""Solução Tópica"") | CROSS_ESPECIE(classificacao: Equino=""Desinfetante (Instalações)"" x Bovino=""Desinfetante"")"
